Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Recreio dos Bandeirantes;2;1;1;80;2000.0;1000.0;120.0
Barra da Tijuca;3;1;1;97;2300.0;750.0;0.0
Recreio dos Bandeirantes;2;2;1;100;1600.0;490.0;0.0
Barra da Tijuca;2;2;1;73;2600.0;1300.0;1400.0
Tijuca;2;1;1;86;2500.0;707.0;0.0
Freguesia (Jacarepaguá);3;2;1;140;2200.0;1200.0;190.0
Tijuca;3;0;0;72;1300.0;536.0;70.0
Campo Grande;3;1;0;90;1000.0;320.0;0.0
Freguesia (Ilha do Governador);3;1;1;115;2000.0;580.0;160.0
Recreio dos Bandeirantes;3;2;1;89;1900.0;845.0;0.0
Recreio dos Bandeirantes;3;1;1;85;2100.0;990.0;180.0
Recreio dos Bandeirantes;3;2;1;181;2700.0;900.0;0.0
Recreio dos Bandeirantes;3;2;1;89;2500.0;385.0;153.0
Recreio dos Bandeirantes;3;1;1;144;2990.0;1090.0;468.0
Copacabana;2;1;0;95;2500.0;1510.0;199.0
Vila Valqueire;3;2;1;123;2650.0;450.0;0.0
Recreio dos Bandeirantes;3;1;1;83;1550.0;972.0;0.0
Recreio dos Bandeirantes;3;2;1;130;1900.0;823.0;0.0
Grajaú;2;0;1;73;1400.0;640.0;0.0
Barra da Tijuca;3;1;1;95;2400.0;1200.0;2413.0
Recreio dos Bandeirantes;3;2;1;100;1700.0;410.0;130.0
Freguesia (Jacarepaguá);3;2;1;127;2300.0;1140.0;1852.0
Tijuca;2;0;0;85;1470.0;550.0;78.0
Freguesia (Jacarepaguá);3;1;1;92;1590.0;870.0;130.0
Bonsucesso;3;0;0;107;1300.0;420.0;62.0
Botafogo;3;1;1;130;2600.0;1200.0;130.0
Taquara;2;1;2;80;1450.0;564.0;87.0
Recreio dos Bandeirantes;3;1;1;85;1900.0;500.0;150.0
Recreio dos Bandeirantes;3;1;2;194;1800.0;1000.0;0.0
Tanque;2;2;1;90;1200.0;379.0;88.0
Recreio dos Bandeirantes;4;2;1;160;1900.0;1093.0;183.0
Freguesia (Jacarepaguá);3;2;1;161;2800.0;1527.0;225.0
Taquara;3;1;1;74;950.0;671.0;15.0
Copacabana;2;0;0;75;2500.0;764.0;26.0
Recreio dos Bandeirantes;3;2;1;80;1800.0;600.0;198.0
Tijuca;2;1;1;80;2800.0;950.0;105.0
Cachambi;2;0;0;100;900.0;101.0;0.0
Recreio dos Bandeirantes;2;2;1;123;2500.0;715.0;266.0
Recreio dos Bandeirantes;2;2;1;90;1700.0;609.0;166.0
Tijuca;3;1;0;107;2200.0;600.0;144.0
Flamengo;2;0;0;88;2500.0;674.0;0.0
Tijuca;3;0;0;80;2500.0;900.0;0.0
Recreio dos Bandeirantes;2;2;1;90;1500.0;700.0;0.0
Barra da Tijuca;2;1;1;76;2400.0;1300.0;1900.0
Tijuca;3;0;0;100;1800.0;770.0;155.0
Recreio dos Bandeirantes;2;1;1;75;1500.0;632.0;120.0
Tijuca;3;1;0;99;1800.0;672.0;114.0
Freguesia (Jacarepaguá);3;1;1;90;2200.0;750.0;112.0
Tijuca;2;1;1;87;2700.0;700.0;202.0
Tijuca;3;1;0;102;1700.0;626.0;0.0
Barra da Tijuca;2;1;2;80;1300.0;1090.0;71.0
Recreio dos Bandeirantes;2;1;2;75;1400.0;1354.0;1340.0
Tijuca;3;2;1;84;2350.0;950.0;890.0
Vila Isabel;2;0;0;80;1500.0;344.0;24.0
Vila Isabel;3;2;0;200;2500.0;1500.0;130.0
Méier;2;2;1;120;1900.0;895.0;0.0
Leme;2;0;0;77;2400.0;510.0;71.0
Barra da Tijuca;2;1;1;80;2800.0;1300.0;136.0
Tijuca;3;1;1;79;2400.0;1007.0;0.0
Recreio dos Bandeirantes;3;2;2;184;2500.0;1375.0;477.0
Recreio dos Bandeirantes;3;1;1;93;1900.0;650.0;134.0
Laranjeiras;3;0;0;89;2500.0;350.0;0.0
Tijuca;2;1;1;90;1400.0;900.0;180.0
Recreio dos Bandeirantes;2;3;2;157;2150.0;1178.0;326.0
Vila Isabel;3;2;1;140;2000.0;1300.0;145.0
Tijuca;3;1;1;112;2200.0;810.0;0.0
Grajaú;2;1;1;90;1600.0;850.0;104.0
Freguesia (Jacarepaguá);3;1;1;93;1190.0;930.0;0.0
Barra da Tijuca;3;0;0;91;2200.0;1400.0;1050.0
Freguesia (Jacarepaguá);3;2;1;95;1900.0;850.0;160.0
Rio Comprido;3;0;0;75;1000.0;300.0;33.0
Botafogo;3;1;1;90;2800.0;1500.0;180.0
Irajá;3;2;1;105;1900.0;390.0;120.0
Tijuca;2;0;0;90;1800.0;625.0;115.0
Recreio dos Bandeirantes;3;2;1;95;1600.0;760.0;0.0
Tijuca;3;0;0;137;1200.0;930.0;182.0
Recreio dos Bandeirantes;2;1;1;90;1800.0;590.0;130.0
Engenho Novo;2;1;0;75;1000.0;303.0;17.0
Vila Isabel;2;1;0;90;1600.0;505.0;89.0
Copacabana;2;0;0;87;2800.0;855.0;0.0
Grajaú;2;0;1;75;1700.0;685.0;0.0
Flamengo;3;0;0;83;2000.0;450.0;0.0
Recreio dos Bandeirantes;3;2;2;155;2500.0;1000.0;180.0
Rio Comprido;3;1;1;79;2100.0;900.0;0.0
Méier;3;2;1;80;1800.0;800.0;0.0
Bonsucesso;2;0;0;90;1100.0;90.0;0.0
Recreio dos Bandeirantes;3;1;1;127;1500.0;1140.0;265.0
Barra da Tijuca;2;2;1;86;2650.0;1517.0;274.0
Barra da Tijuca;3;2;1;110;2800.0;1192.0;0.0
Tijuca;3;1;0;80;1600.0;450.0;0.0
Tijuca;3;0;0;79;2100.0;764.0;0.0
Recreio dos Bandeirantes;2;2;2;90;1800.0;1100.0;0.0
Botafogo;2;1;0;100;2900.0;881.0;129.0
Recreio dos Bandeirantes;2;0;1;80;1500.0;773.0;116.0
Grajaú;3;1;1;91;2800.0;800.0;0.0
Laranjeiras;2;1;1;72;2500.0;750.0;90.0
Cachambi;3;1;0;77;1400.0;680.0;0.0
Barra da Tijuca;2;1;2;93;2500.0;1350.0;281.0
Botafogo;3;1;0;95;2500.0;827.0;168.0
Recreio dos Bandeirantes;2;1;1;78;2000.0;720.0;150.0
Recreio dos Bandeirantes;3;1;1;123;2300.0;816.0;2800.0
Barra da Tijuca;2;1;2;80;2300.0;952.0;0.0
Cachambi;2;0;0;86;1100.0;370.0;12.0
Tijuca;2;0;0;101;1400.0;627.0;91.0
Recreio dos Bandeirantes;2;2;1;97;2000.0;1000.0;180.0
Laranjeiras;3;0;0;130;2800.0;915.0;133.0
Tijuca;3;0;0;105;1800.0;760.0;128.0
Penha Circular;2;1;0;75;1300.0;490.0;0.0
Maracanã;3;2;1;116;2500.0;1300.0;163.0
Recreio dos Bandeirantes;3;2;1;109;2500.0;842.0;192.0
Tijuca;2;0;0;80;1600.0;222.0;25.0
Anil;3;1;1;117;1800.0;250.0;0.0
Recreio dos Bandeirantes;2;1;1;111;1450.0;606.0;235.0
Recreio dos Bandeirantes;3;2;1;100;1800.0;650.0;0.0
Tijuca;3;1;1;80;2900.0;1105.0;0.0
Recreio dos Bandeirantes;3;2;1;90;1800.0;505.0;114.0
Tijuca;3;1;1;85;2000.0;1310.0;94.0
Pechincha;3;1;1;76;1450.0;680.0;95.0
Freguesia (Jacarepaguá);3;1;1;76;1800.0;800.0;1000.0
Recreio dos Bandeirantes;2;1;0;76;1600.0;478.0;157.0
Barra da Tijuca;2;1;2;85;2500.0;2000.0;3100.0
Praça da Bandeira;2;0;1;76;1600.0;700.0;0.0
Barra da Tijuca;3;1;1;73;2100.0;620.0;0.0
Tijuca;2;0;0;102;2000.0;700.0;0.0
Recreio dos Bandeirantes;3;2;1;100;2200.0;900.0;0.0
Campo Grande;3;1;1;80;1500.0;500.0;0.0
Tijuca;3;1;0;91;2000.0;887.0;122.0
Anil;3;2;2;175;2600.0;1255.0;1433.0
Recreio dos Bandeirantes;3;2;1;92;2100.0;700.0;10.0
Flamengo;2;1;0;110;2400.0;1224.0;195.0
Recreio dos Bandeirantes;3;2;1;146;1800.0;1063.0;0.0
Barra da Tijuca;2;1;2;83;2390.0;1530.0;276.0
Praça Seca;2;1;0;74;600.0;250.0;16.0
Centro;3;0;0;90;2100.0;550.0;50.0
Barra da Tijuca;3;2;1;140;2700.0;1600.0;4500.0
Copacabana;3;1;0;110;2850.0;1500.0;170.0
Barra da Tijuca;2;2;1;107;2900.0;1247.0;2806.0
Recreio dos Bandeirantes;2;1;1;74;2350.0;600.0;100.0
Copacabana;2;0;1;130;2900.0;1400.0;190.0
Tijuca;3;1;1;98;2400.0;660.0;113.0
Leme;2;0;0;75;2600.0;878.0;0.0
Jacarepaguá;2;1;1;134;2200.0;788.0;180.0
Copacabana;3;1;0;100;2500.0;1204.0;0.0
Barra da Tijuca;4;2;1;158;2500.0;1622.0;404.0
Recreio dos Bandeirantes;3;1;1;80;1700.0;1090.0;1300.0
Recreio dos Bandeirantes;3;2;1;100;2000.0;650.0;114.0
Vila Isabel;2;2;0;90;2100.0;300.0;94.0
Laranjeiras;2;1;0;75;2000.0;895.0;107.0
Tijuca;2;1;0;74;1600.0;860.0;83.0
Recreio dos Bandeirantes;3;2;1;105;2500.0;950.0;232.0
Recreio dos Bandeirantes;2;2;1;90;2100.0;850.0;161.0
Recreio dos Bandeirantes;3;2;1;110;1950.0;565.0;212.0
Recreio dos Bandeirantes;2;2;1;105;2200.0;648.0;156.0
Botafogo;2;1;1;103;2950.0;1026.0;215.0
Barra da Tijuca;2;1;1;90;2450.0;1404.0;2819.0
Tijuca;2;1;1;84;1800.0;815.0;107.0
Recreio dos Bandeirantes;2;2;1;81;1900.0;700.0;1600.0
Méier;3;1;1;83;1000.0;836.0;95.0
Copacabana;2;0;0;75;2800.0;1200.0;90.0
Jacarepaguá;3;1;1;74;2200.0;770.0;500.0
Freguesia (Jacarepaguá);3;1;1;77;1800.0;460.0;0.0
Laranjeiras;2;0;0;84;2300.0;1004.0;0.0
Recreio dos Bandeirantes;3;0;2;90;2000.0;715.0;154.0
Tijuca;3;1;1;98;2400.0;823.0;173.0
Barra da Tijuca;2;1;1;77;1850.0;1061.0;0.0
Copacabana;2;0;0;80;2000.0;900.0;1484.0
Maracanã;2;1;1;82;1900.0;850.0;0.0
Méier;2;1;0;79;1400.0;560.0;36.0
Copacabana;2;0;0;101;2890.0;1230.0;150.0
Vila da Penha;3;0;1;81;1200.0;260.0;0.0
Barra da Tijuca;2;1;1;99;2400.0;1543.0;338.0
Tijuca;2;1;1;82;1500.0;750.0;66.0
Recreio dos Bandeirantes;2;1;1;77;1600.0;820.0;175.0
Tijuca;2;1;0;75;1700.0;880.0;120.0
Tijuca;3;1;0;193;1700.0;850.0;116.0
Barra da Tijuca;2;1;1;80;2500.0;1339.0;187.0
Vila Isabel;2;1;0;80;1600.0;630.0;65.0
Barra da Tijuca;3;2;1;106;2500.0;1772.0;249.0
Pechincha;2;1;0;75;800.0;485.0;0.0
Freguesia (Jacarepaguá);3;2;1;105;2500.0;895.0;160.0
Tijuca;2;0;0;95;1300.0;680.0;129.0
Recreio dos Bandeirantes;2;1;1;86;2100.0;1050.0;135.0
Barra da Tijuca;3;1;1;120;2900.0;2150.0;388.0
Tijuca;2;1;2;121;2300.0;1000.0;0.0
Barra da Tijuca;2;1;1;72;1800.0;892.0;187.0
Vila Isabel;2;1;0;72;1500.0;450.0;90.0
Recreio dos Bandeirantes;3;2;1;161;2190.0;610.0;366.0
Freguesia (Jacarepaguá);2;1;1;86;1150.0;790.0;598.0
Tijuca;3;0;0;116;2000.0;730.0;1160.0
Andaraí;3;0;1;85;1700.0;380.0;35.0
Freguesia (Jacarepaguá);3;2;1;132;1900.0;1100.0;110.0
Copacabana;2;0;0;73;2300.0;700.0;0.0
Barra da Tijuca;2;1;1;80;2500.0;1000.0;120.0
Barra da Tijuca;2;1;1;93;2550.0;990.0;170.0
Barra da Tijuca;2;1;1;73;2000.0;886.0;0.0
Taquara;2;1;0;100;1200.0;200.0;80.0
Recreio dos Bandeirantes;2;3;1;100;2200.0;625.0;198.0
Barra da Tijuca;2;1;1;78;2100.0;1350.0;140.0
Recreio dos Bandeirantes;2;2;1;92;2800.0;850.0;0.0
Quintino Bocaiúva;2;0;0;90;1000.0;500.0;26.0
Laranjeiras;2;0;0;74;2300.0;592.0;100.0
Copacabana;3;1;0;105;2500.0;1400.0;220.0
Tijuca;3;0;0;86;2500.0;561.0;113.0
Barra da Tijuca;3;0;1;86;1600.0;928.0;251.0
Rio Comprido;3;0;0;86;1600.0;350.0;0.0
Tijuca;3;1;2;116;2500.0;900.0;220.0
Ipanema;2;1;0;100;2800.0;815.0;244.0
Jacarepaguá;3;1;1;112;2300.0;1876.0;0.0
Recreio dos Bandeirantes;2;1;1;74;2300.0;600.0;0.0
Barra da Tijuca;2;1;1;98;2900.0;1080.0;0.0
Jacarepaguá;3;1;1;82;2100.0;735.0;65.0
Barra da Tijuca;2;1;1;72;2200.0;1390.0;120.0
Recreio dos Bandeirantes;3;2;1;80;1700.0;800.0;115.0
Vila Kosmos;2;1;0;82;1650.0;218.0;0.0
Barra da Tijuca;2;1;1;74;2300.0;1350.0;0.0
Rio Comprido;3;0;0;86;1800.0;530.0;76.0
Grajaú;3;0;0;80;1600.0;600.0;240.0
Tijuca;2;0;0;74;1200.0;797.0;0.0
Recreio dos Bandeirantes;3;2;1;79;2400.0;944.0;155.0
Flamengo;2;0;0;97;2800.0;770.0;167.0
Recreio dos Bandeirantes;3;2;1;100;2500.0;980.0;190.0
Freguesia (Jacarepaguá);3;2;2;94;2500.0;610.0;0.0
Recreio dos Bandeirantes;2;1;2;90;1600.0;1350.0;200.0
Jardim Botânico;2;2;1;75;2900.0;1423.0;194.0
Tijuca;2;1;1;73;1800.0;902.0;0.0
Freguesia (Jacarepaguá);4;1;2;112;2400.0;648.0;0.0
Tijuca;4;1;1;140;2700.0;1227.0;287.0
Recreio dos Bandeirantes;3;2;1;104;2200.0;740.0;258.0
Méier;2;1;1;85;1850.0;480.0;35.0
Recreio dos Bandeirantes;3;2;3;108;2500.0;1100.0;0.0
Copacabana;2;0;0;75;2200.0;560.0;1000.0
Recreio dos Bandeirantes;2;2;1;109;2600.0;712.0;2464.0
Botafogo;3;0;1;91;2300.0;305.0;166.0
Recreio dos Bandeirantes;3;2;2;149;2500.0;1300.0;1595.0
Barra da Tijuca;3;1;1;110;2700.0;1700.0;280.0
Flamengo;2;1;1;80;2600.0;1100.0;0.0
Botafogo;2;1;1;76;2950.0;945.0;156.0
Barra da Tijuca;3;1;1;90;2450.0;1466.0;166.0
Barra da Tijuca;3;2;1;74;2500.0;622.0;64.0
Recreio dos Bandeirantes;3;1;1;83;1750.0;463.0;0.0
São Conrado;2;1;1;80;2900.0;660.0;0.0
Cachambi;3;3;2;186;2500.0;1000.0;260.0
Vila Isabel;2;1;0;120;2200.0;390.0;200.0
Freguesia (Jacarepaguá);2;2;1;92;2500.0;733.0;135.0
Freguesia (Jacarepaguá);2;1;1;74;1900.0;695.0;100.0
Tijuca;2;1;1;78;2300.0;560.0;82.0
Recreio dos Bandeirantes;2;1;1;71;2300.0;600.0;0.0
Taquara;3;2;1;130;1000.0;700.0;138.0
Barra da Tijuca;2;1;1;78;2300.0;945.0;130.0
Maracanã;2;0;1;79;2300.0;907.0;99.0
Barra da Tijuca;2;1;2;86;2800.0;1400.0;250.0
Pechincha;3;1;1;75;1500.0;590.0;0.0
Barra da Tijuca;2;1;2;88;2350.0;1460.0;2219.0
Freguesia (Jacarepaguá);2;1;1;80;1600.0;728.0;0.0
Copacabana;2;2;1;86;2800.0;654.0;270.0
Barra da Tijuca;2;1;1;74;2500.0;796.0;222.0
Gávea;2;0;0;80;2700.0;700.0;130.0
Vila Isabel;2;0;0;71;900.0;480.0;0.0
Flamengo;2;1;1;85;2500.0;1200.0;0.0
Barra da Tijuca;2;1;1;84;2300.0;1250.0;203.0
Recreio dos Bandeirantes;3;1;1;82;2000.0;920.0;152.0
Barra da Tijuca;2;1;2;84;2500.0;1510.0;279.0
Tijuca;3;1;1;125;2500.0;1100.0;200.0
Recreio dos Bandeirantes;3;2;1;89;1650.0;1298.0;200.0
Recreio dos Bandeirantes;2;1;2;94;1300.0;965.0;0.0
Tijuca;2;0;0;83;1800.0;556.0;81.0
Vila Isabel;2;1;1;80;1500.0;880.0;92.0
Laranjeiras;2;0;0;80;2600.0;847.0;95.0
Tijuca;2;1;1;100;2200.0;890.0;0.0
Freguesia (Jacarepaguá);3;1;1;84;1900.0;460.0;104.0
Méier;2;1;0;76;1300.0;697.0;86.0
Barra da Tijuca;3;2;1;115;2700.0;1683.0;262.0
Penha;3;1;0;85;1200.0;400.0;0.0
Tijuca;3;0;0;85;1900.0;700.0;75.0
Maracanã;2;1;0;73;1800.0;600.0;0.0
Botafogo;2;1;0;85;2700.0;785.0;120.0
Flamengo;2;0;0;85;2450.0;700.0;120.0
Jacaré;2;0;0;83;1000.0;250.0;25.0
Jardim Guanabara;2;1;0;75;2200.0;400.0;119.0
Taquara;3;1;2;88;1800.0;500.0;0.0
Barra da Tijuca;3;1;1;120;2900.0;1600.0;310.0
Recreio dos Bandeirantes;3;2;1;200;2700.0;1300.0;400.0
Anchieta;2;0;0;84;850.0;79.0;0.0
Barra da Tijuca;3;1;1;120;2900.0;2190.0;0.0
Recreio dos Bandeirantes;3;2;0;121;2600.0;950.0;152.0
Barra da Tijuca;2;1;1;100;2900.0;1732.0;232.0
Barra da Tijuca;2;1;1;95;1700.0;1480.0;0.0
Cachambi;2;1;0;77;1300.0;605.0;105.0
Flamengo;2;1;0;72;2500.0;580.0;76.0
Recreio dos Bandeirantes;2;2;1;90;1850.0;1080.0;160.0
Recreio dos Bandeirantes;3;2;1;96;2300.0;847.0;196.0
Tijuca;2;1;0;81;1550.0;600.0;87.0
Copacabana;2;1;0;107;2800.0;672.0;22.0
Recreio dos Bandeirantes;3;1;1;170;1600.0;1230.0;0.0
Recreio dos Bandeirantes;3;2;1;109;1800.0;588.0;0.0
Tijuca;2;1;0;88;1200.0;640.0;0.0
Praça Seca;2;2;1;165;1000.0;1100.0;1914.0
Tijuca;3;1;0;94;2000.0;696.0;95.0
Catete;2;0;0;85;1700.0;420.0;154.0
Tijuca;2;0;0;80;1400.0;850.0;0.0
Jardim Botânico;3;1;0;84;2300.0;688.0;162.0
Rocha;3;1;0;73;1100.0;520.0;15.0
Recreio dos Bandeirantes;2;1;1;76;1800.0;817.0;140.0
Recreio dos Bandeirantes;3;1;1;109;1400.0;1131.0;0.0
Recreio dos Bandeirantes;3;1;2;78;1400.0;845.0;149.0
Recreio dos Bandeirantes;3;2;1;82;1900.0;800.0;115.0
Freguesia (Jacarepaguá);3;2;1;128;2800.0;900.0;200.0
Olaria;2;1;0;85;1600.0;517.0;54.0
Tijuca;3;1;1;86;2650.0;720.0;160.0
Freguesia (Jacarepaguá);4;2;3;124;2200.0;1140.0;165.0
Botafogo;3;1;1;110;2800.0;1000.0;0.0
Jacarepaguá;2;1;1;75;2100.0;960.0;107.0
Vila Isabel;2;1;0;85;1400.0;700.0;0.0
Grajaú;2;1;1;86;1000.0;820.0;96.0
Engenho Novo;2;1;0;80;1200.0;460.0;16.0
Flamengo;2;1;1;80;2700.0;1161.0;209.0
Barra da Tijuca;3;0;0;88;2700.0;350.0;10.0
Laranjeiras;3;0;1;115;2500.0;390.0;58.0
Irajá;3;1;1;110;1600.0;340.0;0.0
Barra da Tijuca;3;2;2;89;2500.0;950.0;0.0
Grajaú;3;1;1;85;1500.0;580.0;0.0
Copacabana;2;0;0;110;2300.0;1284.0;168.0
Penha;3;0;1;110;850.0;920.0;0.0
Recreio dos Bandeirantes;2;2;1;90;1800.0;800.0;170.0
Copacabana;2;1;1;78;2500.0;724.0;210.0
Freguesia (Jacarepaguá);3;2;1;91;2100.0;870.0;0.0
Catete;2;1;1;75;2100.0;725.0;138.0
Tijuca;3;2;1;97;2300.0;870.0;0.0
Recreio dos Bandeirantes;3;2;1;90;1900.0;1200.0;170.0
Barra da Tijuca;3;1;1;86;2000.0;850.0;120.0
Centro;2;0;0;80;2100.0;580.0;22.0
Copacabana;2;0;1;98;2700.0;860.0;110.0
Barra da Tijuca;2;1;1;100;2650.0;1530.0;280.0
Grajaú;2;1;1;76;1600.0;840.0;0.0
Recreio dos Bandeirantes;2;2;1;96;2300.0;970.0;108.0
Barra da Tijuca;2;1;1;102;2900.0;1420.0;290.0
Olaria;2;1;0;80;1350.0;550.0;0.0
Tijuca;3;1;0;150;1600.0;650.0;90.0
Copacabana;3;0;0;85;2900.0;1000.0;160.0
Barra da Tijuca;4;2;1;158;2500.0;1622.0;405.0
Botafogo;2;1;1;90;2600.0;900.0;0.0
Barra da Tijuca;3;2;1;98;2550.0;1210.0;105.0
Copacabana;2;1;1;105;2800.0;735.0;0.0
Flamengo;2;1;1;100;2850.0;750.0;212.0
Barra da Tijuca;2;1;1;94;2050.0;1560.0;217.0
Recreio dos Bandeirantes;3;2;2;196;2500.0;1405.0;2574.0
Copacabana;2;0;0;75;2600.0;1200.0;90.0
Tijuca;3;0;0;90;1999.0;600.0;0.0
Tijuca;3;1;1;140;2800.0;1260.0;0.0
Andaraí;2;0;0;80;1300.0;691.0;66.0
Tijuca;2;0;0;73;1800.0;550.0;0.0
Recreio dos Bandeirantes;3;1;1;75;1800.0;870.0;150.0
Tijuca;2;1;0;91;1700.0;660.0;143.0
Praça Seca;4;2;3;245;2700.0;1380.0;145.0
Copacabana;3;0;0;100;2200.0;1013.0;214.0
Recreio dos Bandeirantes;4;2;2;172;2700.0;1200.0;287.0
Méier;2;1;0;88;1800.0;770.0;90.0
Recreio dos Bandeirantes;3;2;1;100;2000.0;471.0;214.0
Recreio dos Bandeirantes;2;2;2;83;2700.0;800.0;270.0
Leblon;3;0;0;93;2800.0;1124.0;0.0
Copacabana;2;0;0;75;2700.0;580.0;179.0
Grajaú;2;0;0;79;1700.0;323.0;79.0
Copacabana;3;0;0;100;2500.0;900.0;209.0
Tijuca;3;0;0;95;1600.0;797.0;0.0
Laranjeiras;2;0;0;80;2600.0;850.0;0.0
Lins de Vasconcelos;2;1;1;95;1600.0;180.0;70.0
Tijuca;3;1;0;100;2000.0;1000.0;98.0
Copacabana;2;1;0;97;2200.0;1480.0;180.0
Jacarepaguá;2;1;1;103;1800.0;1200.0;0.0
Barra da Tijuca;2;1;1;102;2500.0;1450.0;254.0
Flamengo;3;0;0;145;2000.0;1200.0;0.0
Laranjeiras;2;1;0;74;2500.0;668.0;98.0
Engenho Novo;3;1;1;79;1300.0;672.0;115.0
Recreio dos Bandeirantes;3;2;1;100;1900.0;865.0;11.0
Glória;2;0;0;112;2300.0;690.0;0.0
Barra da Tijuca;2;1;1;90;2950.0;1350.0;259.0
Copacabana;3;0;0;103;2500.0;1345.0;226.0
Barra da Tijuca;3;1;1;80;2300.0;600.0;87.0
Tijuca;3;1;2;140;2900.0;220.0;182.0
Vila da Penha;2;1;0;78;1100.0;190.0;0.0
Maracanã;3;2;0;128;2400.0;1005.0;0.0
Barra da Tijuca;2;1;1;72;1600.0;1160.0;76.0
Campo Grande;2;1;1;100;1300.0;350.0;0.0
Catete;3;0;1;97;2800.0;712.0;159.0
Freguesia (Jacarepaguá);2;0;1;79;1400.0;750.0;93.0
Recreio dos Bandeirantes;2;2;2;180;1800.0;815.0;340.0
Humaitá;2;1;1;77;2600.0;1096.0;120.0
São Conrado;2;1;1;101;2450.0;1416.0;231.0
Vila Isabel;2;1;1;80;1300.0;700.0;66.0
Vila Isabel;2;1;1;85;2000.0;451.0;100.0
Recreio dos Bandeirantes;3;1;1;74;1800.0;840.0;148.0
Barra da Tijuca;4;2;1;200;2800.0;1700.0;250.0
Copacabana;3;0;0;127;2500.0;1165.0;0.0
Recreio dos Bandeirantes;4;2;1;200;2590.0;935.0;0.0
Flamengo;3;1;1;98;2800.0;956.0;203.0
Jacarepaguá;3;1;1;91;2000.0;1604.0;175.0
Recreio dos Bandeirantes;3;1;3;180;2300.0;830.0;388.0
Recreio dos Bandeirantes;2;1;0;84;1500.0;470.0;0.0
Recreio dos Bandeirantes;3;2;1;180;2800.0;890.0;350.0
Tijuca;2;1;0;85;2000.0;600.0;0.0
Vaz Lobo;3;1;0;90;1200.0;280.0;0.0
Barra da Tijuca;3;2;1;79;1500.0;1200.0;220.0
Copacabana;3;1;0;90;2200.0;1352.0;130.0
Barra da Tijuca;3;1;1;90;2500.0;1450.0;1500.0
Jacarepaguá;3;1;1;118;2500.0;1426.0;215.0
Barra da Tijuca;2;1;1;80;2000.0;1212.0;195.0
Barra da Tijuca;2;1;1;106;2580.0;1200.0;243.0
Tijuca;3;0;0;130;2760.0;250.0;23.0
Copacabana;3;0;0;108;2500.0;1815.0;268.0
Recreio dos Bandeirantes;2;1;1;97;1700.0;1100.0;130.0
Barra da Tijuca;2;1;1;84;2500.0;1417.0;180.0
Tijuca;2;1;1;80;2400.0;700.0;0.0
Tijuca;2;1;1;73;2200.0;650.0;1400.0
Olaria;3;1;1;80;1000.0;678.0;30.0
Recreio dos Bandeirantes;3;2;2;116;2900.0;500.0;250.0
Botafogo;2;1;0;81;2800.0;750.0;830.0
Pechincha;2;1;1;83;1450.0;300.0;1028.0
Recreio dos Bandeirantes;3;1;2;93;2000.0;550.0;0.0
Irajá;2;1;1;85;1500.0;295.0;0.0
Recreio dos Bandeirantes;2;2;1;100;1600.0;1034.0;0.0
Barra da Tijuca;2;1;1;94;2050.0;1523.0;0.0
Engenho Novo;3;1;0;98;1100.0;800.0;100.0
Tijuca;2;0;0;75;1300.0;890.0;0.0
Tijuca;3;0;0;110;2100.0;820.0;110.0
Recreio dos Bandeirantes;2;1;1;72;1500.0;761.0;90.0
Vila da Penha;3;1;1;90;1700.0;780.0;0.0
Tijuca;2;1;1;85;2200.0;907.0;138.0
Tijuca;2;1;0;73;2200.0;700.0;0.0
Tijuca;3;2;1;110;2700.0;975.0;171.0
Tijuca;2;1;0;78;1480.0;500.0;650.0
Tijuca;3;1;1;90;2100.0;850.0;125.0
Recreio dos Bandeirantes;2;3;2;127;1600.0;984.0;253.0
Maracanã;3;1;1;81;1750.0;597.0;89.0
Vista Alegre;3;1;0;71;1200.0;140.0;0.0
Recreio dos Bandeirantes;3;2;2;135;2500.0;580.0;256.0
Tijuca;3;1;1;93;2300.0;1089.0;122.0
Península;2;1;1;75;2900.0;1300.0;150.0
Lagoa;2;2;1;83;2300.0;1450.0;0.0
Vila Isabel;3;2;0;142;2500.0;1428.0;0.0
Flamengo;2;0;1;98;2600.0;532.0;270.0
Tijuca;2;0;0;96;1800.0;700.0;97.0
Irajá;3;2;1;98;1900.0;400.0;0.0
Botafogo;2;0;0;90;2000.0;510.0;90.0
Jacarepaguá;2;1;1;82;2300.0;800.0;153.0
Barra da Tijuca;2;1;1;90;2300.0;1078.0;230.0
Freguesia (Jacarepaguá);2;1;1;75;1550.0;700.0;48.0
Copacabana;2;0;0;107;2700.0;600.0;141.0
Tijuca;3;1;0;100;2000.0;550.0;120.0
Recreio dos Bandeirantes;4;2;2;146;2900.0;1950.0;254.0
Tijuca;2;1;0;88;2000.0;485.0;99.0
Flamengo;2;0;0;71;2400.0;577.0;0.0
Freguesia (Jacarepaguá);2;1;1;76;2200.0;817.0;92.0
Botafogo;2;1;1;75;2800.0;987.0;0.0
São Conrado;2;0;1;85;2900.0;1135.0;222.0
Recreio dos Bandeirantes;2;2;2;75;2050.0;790.0;150.0
Engenho Novo;2;1;1;176;880.0;900.0;153.0
Recreio dos Bandeirantes;3;1;1;110;1800.0;750.0;150.0
Barra da Tijuca;4;3;2;290;2500.0;3650.0;771.0
Recreio dos Bandeirantes;3;2;1;89;1900.0;842.0;160.0
